post_id,from_id,likes,reposts,text,comments,views,date
5865,-105699871,19,0,"Каждый раз, когда речь заходит о напарниках, обычно вспоминают Бони и Клайда, Бэтмэна и Робина, Митю и Мотю, Бибу и Бобу, Сида и Нэнси, Питера и Паркера, Пупу и Лупу... 
 
Но тут особый случай. В реальной жизни напарниками оказываются люди, которых свела в расчудесном лагере волею того самого случая судьба. Один стар, другой — молод; один печален, другой — весел; один тупой, другой — острый. И смена одна. 
 
Уже завтра [id204953356|м][id208224417|ы] примем участие в несравненной ШВМ, узнаем как нам жить, а не выживать 21 день с напарником в вожатской. Мы точно обсудим и попытаемся применить все навыки для того, чтобы вы с напарником, если и не стали, как Сид и Нэнси, то уж точно смогли показаться всем эффективным тандемом двух вожатых. 

📅 7 апреля (пт), 18:00 
📍 Матмех, аудитория 2520
 
#СПО_Сказка #СПбГУ #ШСО_СПбГУ #СПО #СПбСО #СПб #ШВМ #Напарничество",1,451,1680792840
2427,-176553372,18,1,"🌟СОБРАНИЕ🌟

Вечер пятницы мы предвкушаем с улыбкой, а вы? Всё потому, что завтра пройдёт очередное собрание ССхО «Повидло»!

⏰Во сколько: 18:30
📍Где: Коворкинг ПРОСТО. Адрес: Большой проспект В.О., д. 83, 2 этаж (~20 минут от м. Василеостровская)

Для прохода в коворкинг нужно зарегистрироваться. Инструкция, как это сделать, в комментариях👇

Приходите — мы готовим кое-что интересное. Будем ждать вас завтра в ПРОСТО✨

#ССхО_Повидло #СПбГУ #ШСО_СПбГУ #ССхО_СПб #СПбСО",1,533,1680786003
52238,-52298374,37,32,"В #СПбГУ стартовал ежегодный опрос обучающихся: https://vk.cc/cmUGYi!

Поделитесь вашим мнением об учебном процессе, внеучебной деятельности, использовании информационных платформ, фондов Научной библиотеки, а также опытом обращения за помощью по различным вопросам в подразделения Университета. 

Участие конфиденциально. Полученные данные будут проанализированы и представлены в обобщённом виде. 

Пройти опрос: https://vk.cc/cmUGTA.",0,7580,1680784632
1468,176043487,74,6,"🎓Сегодня в кампусе ""Михайловская дача"" Высшей школы менеджмента [https://vk.com/spb1724|Санкт-Петербургского государственного университета]  чествуют  победителей и призёров регионального этапа Всероссийской Олимпиады Школьников! 

Председатель комитета общего и профессионального образования Ленинградской области [https://vk.com/v_i_rebrova|Вероника Ивановна Реброва] вручила грамоты и памятные подарки победителям. 

От всей души поздравляю ученицу  [https://vk.com/ng_sch|Новогореловской школы] -  победителя регионального этапа Цыбулько Веронику. 
Мои поздравления родителям Вероники и наставнику - Зайцевой Наталье Васильевне, учителю истории и обществознания🏆

Пусть новые горизонты открываются и мечты сбываются 🙌

#ВСОШ #Петергоф #СПбГУ #ВШМ",4,1280,1680777014
4614,-108932908,3,5,"📜 С апреля по июнь 2023 года будет проходить фестиваль Всероссийский физкультурно-спортивный комплекс «Готов к труду и обороне» среди обучающихся образовательных организаций высшего образования

❗Положение и подробная информация в прикрепленном файле

✍ Контактное лицо: заведующий Спортивным клубом #СПбГУ - Коротченков Дмитрий Константинович (d.korotchenkov@spbu.ru) 

#СПбГУспорт
#SPbUsport",1,702,1680775800
675,-168180281,16,11,"🥳 Друзья, давненько мы никуда не ездили! 🥳
💥 Объявляем поездку в Псков! 💥
✅ Когда? 14 мая (воскресенье).
✅ Как? Едем на Ласточке: в 06:55 туда от Балтийского вокзала (поезд 809), в 19:32 обратно из Пскова (поезд 812). Примерная стоимость 1 билета без льгот ~ 1000 руб.
✅ Сколько? Группа - 12 человек.
🏰 Программа: обзорная экскурсия по Псковскому Кремлю и по храмам с древними фресками в Мирожском монастыре. Прогулка по древнему городу под журчание реки Великой и Псковы. Стоимость экскурсии зависит от количества человек: при наборе всей группы обе экскурсии выйдут в чуть менее 400 р.
❗ Билеты покупаем САМОСТОЯТЕЛЬНО и желательно заранее, так как в мае с их наличием могут быть проблемы. Учащиеся вузов имеют право на 50% скидку, которую нужно оформить на сайте РЖД через личный кабинет, предварительно взяв справку в Учебном отделе. О скидках подробнее здесь https://www.rzd.ru/ru/9336/page/103290?id=17818
❗ Настоятельно рекомендуем приобретать в ближайшие дни, так как их уже немного осталось.
🍔 В дорогу можно взять перекус, между экскурсиями будет совместный обед, детали - ближе к поездке.
Для записи и по всем вопросам обращаться к Ольге Владимировне Пржигодзкой: +7 911 735 87 24 (WhatsApp); o.przhigodzkaya@spbu.ru
Бежим за билетами! Ждём вас!
#спбгу #фияспбгу #экскурсия #поездка #псков #культура #история",2,662,1680772193
7869,-135212633,4,9,"Штаб студенческих отрядов СПбГУ приглашает всех студентов, аспирантов, преподавателей и выпускников СПбГУ поучаствовать в акустическом литературно-музыкальном вечере в лучших традициях факультетских литмузов СПбГУ

Приходите прочитать стихи, спеть песню любимого исполнителя или выступить со своим сочинением. Слушайте, общайтесь и угощайтесь чаем.

До встречи на ЛитМузе! Каждому из нас чего-то не хватает: Страшила хотел получить мозги, Железный дровосек сердце, а Трусливый лев желал обрести храбрость. Все они добились своих целей, но не с помощью магии, а с помощью преодоления себя. 

Мы уверены, что такие же талантливые люди скрываются среди вас! Поэтому очень ждём вас на отборе, перед которым необходимо пройти регистрацию по ссылке: https://vk.cc/cmQ3hj

На вечере есть 4 номинации, в которых можно проявить себя: 
📜Поэтическая: Автор 
📜Поэтическая: Исполнитель 
🎶 Музыкальная: Автор 
🎶 Музыкальная: Исполнитель 
 
❗Дедлайн подачи заявок — 10 апреля 2023 в 15:00

#ШСО_СПбГУ #СПбГУ #СПбСО #ЛитМуз #ЛитМузСПбГУ #ВЦ_СПбГУ",0,919,1680771471
4079,-7246,118,36,"Церемония чествования победителей регионального этапа Всероссийской олимпиады школьников 2022-2023 учебного года 
 
Место проведения: Высшая школа менеджмента Санкт-Петербургского Государственного университета 
 
Дата проведения: 6 апреля 2023 года 
Время начала: 13:30

#Ленинградскаяобласть #Ленобласть #Комобр47 #ВсОШ #ГодПедагогаНаставника #ГПН_2023 #КомандаЗнаний #СПБГУ #ЦентрИнтеллект",0,7650,1680770642
2745,-185089444,14,2,"8 апреля в 13:00 состоится обзорная экскурсия по музею В. В. Набокова #СПбГУ, на которую можно записаться, написав в личные сообщения нашей странице ВКонтакте.

Для посещения необходимо предварительно купить билет на экскурсию на нашем сайте. Обращаем внимание, что билеты можно купить только онлайн.

Стоимость экскурсионных билетов:
Полный экскурсионный билет — 400 рублей
Льготный экскурсионный билет — 200 рублей.

Билеты на экскурсию доступны по ссылке ниже:
https://pay.spbu.ru/nabokov

Фото: [id53898905|Евгений Дединкин] 

#ЭкскурсияКНабокову #МузейНабокова",0,902,1680770133
408832,-31709664,6,9,"#ТАслив о СПбГУ
Институт истории

Выпускник этого вуза: ""Я тот самый студент, который из своего аула мечтал сбежать в культурную столицу России, и мне было абсолютно неважно, куда поступать. В этом и была моя главная ошибка - поленился помониторить отзывы и даже элементарно программы ВУЗовские. Поступил туда, куда хватило баллов, а именно на истфак. И СПбГУ для меня был идеальным плацдармом в моё светлое будущее, ведь второй ВУЗ страны, пол кремля там училось и т.д. Спустя 4 года обучения райское место стало сущим адом с отдельными котлами для отдельных ситуаций, с которыми тебе придётся столкнуться. Итог: отчисление по собственному желанию на последнем курсе, потому что весь этот маразм терпеть уже невозможно.

Начнём с непосредственно исторического факультета. Находится в центре города, в историческом районе, само здание едва ли не царя видело, приятный запах старины в стенах, приличные (не все) аудитории, длинные красивые коридоры и... всё. Спустя месяц обучения вся эта романтика в вашей голове разобьётся о тяжелую реальность. Спустя месяц всё это будет вызывать у вас не приступ эйфории, а рвотный рефлекс. А всё потому что вам будет тошно ходить на лекции, которые читаются людьми в почтенном возрасте. Нет, нет, я не имею ничего против пожилых преподавателей, их опыт был бесценен для меня. Но вместе с багажом знаний они несут и багаж проблем при взаимодействии с ними. Во-первых, невозможно слушать человека, который говорит себе под нос ввиду возраста. Тебе нужно напрягаться 1,5 часа, чтобы расслышать, что вещает преподаватель на огромный лекторий. Во-вторых, при попытке задать вопросы тебя неправильно поймут, неправильно расслышат, ответят на вопрос, который ты вовсе не задавал, и спустя 20 минут ответа не по теме ты решишь в следующий раз просто загуглить, чем полчаса слушать то, о чём ты не спрашивал. В-третьих, это почти полное отсутствие корпоративной этики у преподавателей в возрасте. Если вы выбираете кого-то из преподов старшего поколения в качестве своего научного руководителя, будьте готовы, что у него не будет почты, по которой с ним можно будет связаться, он вам не будет давать номер телефона, а по выходным он будет проводить время с внуками, в связи с чем будет игнорировать вас очень и ОЧЕНЬ долгое время. Писать курсовую с такими людьми просто невозможно! Ну, и самое главное - древние источники, которые ещё мамонты изучали, по которым они и преподают. К четвертому курсу ты уже уверенно чувствуешь себя в кругу старших коллег и в беседах с ними, но стоит тебе пообщаться с коллегами из-за рубежа, которые идут в ногу со временем, изучают современные методы, источники, литературу, ты чувствуешь себя так, словно и никогда не учился на истфаке СПбГУ, потому что совершенно не понимаешь, о чем говорят эти люди. Всем указанным в этом абзаце, к слову, не страдают молодые преподаватели. Как правило, они активные, амбициозные, и ты всегда с ними на одной волне, но таковых на истфаке раз-два и обчёлся.

Учебный отдел (далее - у.о.) (аналог деканата, только без декана). Это словосочетание вызывает нервный тик, истерику и панические атаки у каждого третьего студента. В коморках, отданных у.о. и аналогичных ему образований, сидят озлобленные, гнусные и асоциальные люди, которым должно быть противопоказано работать с людьми вообще! Походы туда станут для вас страшной мукой, а общение с сотрудниками у.о. хочется забыть, как страшный сон. На вас в любой момент могут наехать с вопросами ""а почему вы вовремя не сделали...?"", ""а почему вы не подошли своевременно?"", ""а почему я должна за вас теперь этим заниматься?"", шлифанув это всё фразой ""это ваши проблемы"". Весь этот говор отягчается тем, что вам придется встречаться с ними чаще, чем с родной матерью. Вы обращаетесь в у.о. по малейшей проблеме, и будьте готовы пройти через все инстанции, через всех сотрудников, чтобы дай бог через месяц ваша проблема решилась. Почему месяц? Потому что у.о. работает с каким-то ублюдским графиком. В разные рабочие дни по-разному; на большом перерыве, когда тебе хотелось бы выделить час, чтобы собрать со всех справки, они все уходят на обеденный перерыв, а на 10-минутках там очереди из таких же, как и ты, студентов. Я благодарю Бога за то, что в будущем я встречусь с ними в последний раз в своей жизни, для того чтобы забрать документы.

Наряду с у.о. слёзы у вас будут вызывать и сессии. Ещё один изощренный вид пытки от истфака СПбГУ (хотя, насколько, я понимаю, это характерно для многих факультетов). В среднем у вас будет 2-5 экзаменов, к каждому из которых вам нужно будет выучить, внимание, от 30 до 150 билетов. Уже во время первой зимней сессии вы ощутите, что ЕГЭ было самым элементарным испытанием в вашей жизни. И если вы думаете, что один билет - это пара предложений, нет! Это огромные темы, области, по которым пишутся многотомники-кирпичи. И что из этого захочет услышать ваш преподаватель - одному богу известно, поэтому придется читать и учить всё, что только попадается на глаза. Если так посудить, то как вообще может возникнуть проблема избирательности информации, которую нужно подготовить к экзамену? Очень просто - из списка билетов, которые препод оформит вам в начале семестра, на своих лекциях он осветит максимум 8-10 тем. Все остальные 20 или 140 вам придется писать самим, используя необозримую кучу источников. А теперь представьте, таких экзаменов с таким обилием информации за один месяц будет 3-5 штук. В свою самую первую сессию я выучил порядка 450 билетов. В итоге, если вы приложите усилия, вы откроете совершенно новые границы ваших мозгов и памяти. Вы обалдеете от того, как смогли освоить СТОЛЬКО в столь короткие сроки. Лично мне эти усилия стоили невероятных трудов, кучи истерик и полного истощения. В месяца сессий (январь и июнь) я не жил от слова совсем, это было похоже на существование и настоящее испытание, когда ты день и ночь читаешь одно и то же, когда тебе уже снятся эти буквы и герои, которые этими буквами описаны. Самое ужасное, что это ни разу не продуктивно. У тебя не откладываются знания, которые ты получаешь во время этой зубрежки, они вылетают из головы уже на ближайших каникулах. Неужели прогрессивный, едва ли не лучший ВУЗ города и страны не может придумать какую-то более эффективную систему. Иначе на кой чёрт вообще этот ВУЗ нужен, если тебя ничему не учат, а только вынуждают вызубривать кипы информации, которую ты мгновенно забываешь? Не знаю, как на других факультетах, но исторический явно пропагандирует самообразование, которое можно получить и самому бесплатно, а не за 250 тыс. в год.

Теперь о ВУЗе в целом. СПбГУ прямо-таки славится своим ущербным отношением к студентам в плане их проживания. Существует три комплекса общаг - ПУНК (в Петергофе, пригород), ВУНК (на В.О., центр города) и ДУНК (у ст. м. Дыбенко, окраина). Как студенту исторического факультета, который дислоцируется на Ваське, хотелось бы и жить соответственно в ВУНКе, но закатай губу, если ты не олимпиадник, инвалид, иностранец или просто какой-то блатной. Твоя судьба - жить 3-4 года в ПУНКе (потом тебя возможно переселят в ВУНК), ежедневно затрачивая на дорогу от общаги до института 4 часа. Пока все люди на планете проживают за сутки 24 часа, ты будешь проживать 20, потому что эти катания на всех видах транспорта - это один большой караул. Сначала 20 минут до станции электричек, потом 50 минут на электричке, оттуда на метро до центра, а потом на автобусе до ВУЗа. Конечно, существуют разные способы добраться до университета, но каждый из них будет занимать 2 часа в одну сторону. ""Ну, и что такого? - подумаете Вы. - Ведь можно в общественном транспорте заниматься своими делами, готовиться к занятиям"". Да, можно, первые полгода, а потом при подготовке к сессии или во время защиты курсовой Вы обнаружите в своих записях отрывки диалогов и голосов, которые слышали, пока учились в электричке, потому что нужно иметь талант сосредоточиться, сидя (или даже стоя) в битком набитом автобусе. Энивей, как бы то ни было, и как бы продуктивно Вы не учились бы в метро или маршрутке, это откровенное издевательство от каких-то моральных уродов. А теперь самое интересное - попробуйте сравнить продуктивность студента-петербуржца, который испокон веков живёт в городе, и иногороднего студента, живущего в ПУНКе. Пока первый приходит домой, кушает, садиться готовиться к занятиям и ложиться вовремя спать, второй тратит на дорогу столько же времени, сколько самолет из Санкт-Петербурга в Челябинск, готовит есть, в позднем часу начинает готовиться к занятиям, и под утро ложиться спать, чтобы встать через пару часов и снова ехать на занятия. И вроде как обучение в ВУЗе это не гонка ""кто круче"", но подумайте, на кого обратит науч.рук внимания больше - на свежего и готового ко всему человека, который готов примчаться на встречу с ним в любую минуту, или убитую и истощенную личность, которой для 10-минутной встречи нужно преодолеть расстояние в 70 км? Получается, все равны, но есть равнее? И теперь моё самое любимое. В каком-то там лохматом году СПбГУ выделили огромную площадь для постройки единого университетского комплекса (со всеми общагами, учреждениями и прочими ништяками). Для жителей ПУНКа это была божья благодать, дар свыше. Но тут начался френдлифаер от студентов-петербуржцев, которые начали верещать и выступать против этой затеи, потому что, видите ли, учиться в средневековых зданиях, ходить в разваливающиеся библиотеки допотопных времен это честь и достоинство, одна из изюминок СПбГУ. Знаете что? Идите вы в жопу со своим фетишем на все эти здания. Если бы хоть один из вас попробовал пожить в таком режиме, в котором люди живут по 3-4 года в Петергофе, вы бы на одну из электричек сели мимо, прямо на железнодорожные пути, в первую же неделю. Но не переживай, дорогой читатель, конфликт между сторонниками общеуниверситетского комплекса и консерваторами быстро утих, потому что всю реформу СПбГУ свернули так же быстро, как и развернули :) Всё в духе этой помойки.

Пару слов о политике СПбГУ. Опишу эту огромную тему одним случаем, произошедшим в 2021 г. ПУНК ввиду своей удаленности и депрессивности пейзажей славится на весь Санкт-Петербург как самая пьющая общага. Сюда каждую субботу приезжали студенты из самых разных универ-ов Питера, чтобы дешево и сердито повеселиться с ровесниками. И попойки эти устраивали чуть ли не со времен, как первый камень в строительстве ПУНКа был заложен. Никто никогда не был против. Да, вызывали ментов, да, жаловались коменде, а она всем по шапке давала, но в 2021 г. произошло просто нечто вопиющее. На одну из т.н. ""зашайб"" (масштабная пунковская пьянка на улице), которую проводили примерно 1-2 раза в семестр, приехал целый наряд полиции, упаковал нескольких студентов и влепил им штраф. Впоследствии эти товарищи и вовсе были отчислены за несоответствие высокому статусу универсанта. Доброе утро, уважаемая администрация! Большая часть людей, которая когда-либо жила в ПУНКе, точно так же пила до синьки, потому что жить в ваших обособленных от цивилизации общагах без бутылки невозможно!!! В этом абзаце я не пропагандирую алкоголизм и не одобряю свиноподобные ужирания до потери сознания, сам этим никогда не страдал, но вот этот вызов пятерым отчисленным студентам выглядит просто жалко с вашей стороны. Вы никогда не обращали никакого внимания на это, когда некоторые ребята едва ли не петиции писали по поводу шума в субботу и воскресенье в стенах ПУНКа. Какого, спрашивается, вы после всех этих обращений не приняли достаточные меры? Зачем нужно было отчислять этих пятерых бедолаг? Чтобы продемонстрировать своё лицемерие? Тогда идите в жопу и вы тоже. Это лишь одна из списка многочисленных историй. Дело Соколова, регулярные суициды в стенах общежитий, закрытие факультета свободных искусств и наук, ""анализы"" СПбГУшных ""экспертов"" антивоенных высказываний, скрытые камеры в женском туалете и многое, подчеркиваю, МНОГОЕ другое.

Ещё один плевок в сторону универсантов от достопочтенного СПбГУ - это стипендия. Когда я поступил (2019 г.), моя стипендия была 1400 рублей. За 4 года она выросла, вау, до 2000 рублей. Этого хватает на оплату общежития и БСК (карта для проезда в общественном транспорте). Таким образом, ВУЗ мне предоставляет возможность учиться ПОЛНОСТЬЮ бесплатно, фактически не платя за проезд и проживание из своего кармана. Спасибо, как же щедро. Но не волнуйтесь, у вас есть все шансы повысить размер стипендии своим упорным трудом. Закрывайте сессию только на ""отл."", строчите статьи в журналах, как принтер, выступайте на конференциях со своими исследованиями, станьте редактором одной из истфаковских газет, занимайтесь волонтёрством, а по выходным организовывайте выставки. Знаете, во сколько СПбГУ оценит все ваши усилия? Максимум, который вы сможете выжать с бессонных ночей и до безумия продуктивных дней - 10 500 руб. Самая маленькая повышенная стипендия равняется 6.500 руб. А теперь возвращаемся к ПУНКу. Как считаете, каковы шансы у студента получить повышенную стипендию, который шестую часть суток тратит на дорогу? Ведь система получения повышки рейтинговая (у вас есть шанс занять одно из 35 мест наряду с другими студентами). Больше 35 студентов получать повышку не могут, потому что только на 35 человек нашлись деньги. Естественно, студенты-пунковчане с ""огромным удовольствием"" уступят место на обладание шестью тысячами рублями тем, кто живёт в шаговой доступности от ВУЗа. Стоят ли даже эти 6-10 тыс. потраченных усилий? Решать вам. Главное, когда будете принимать решение, помните, что у жены Кропачева в собственности находится вилла в Испании.

Из плюсов сей конторки: предоставление материальной помощи нуждающимся, наличие социальной стипендии (одно истфаковское СМИ как-то раз подсчитало, что максимум, который вам может выплачивать СПбГУ - ок. 30 тыс руб., значительная часть которого состоит из социальной стипендии), льготы, низкая стоимость проживания в общежитии. Но постойте, этим всем могут хвалиться и другие университеты, которые в разы лучше будут в других сферах университетской жизни. Что лично меня порадовало за 4 года на истфаке - это душевные люди ПУНКа и археологические практики. В остальном это тупорылый слив сил и времени в канализацию.

Если Вы уже богатый, успешный, Вас не интересуют знания, и всё, что Вам нужно для дальнейшей жизни - это диплом, то добро пожаловать в СПбГУ. Если же Вы стремитесь к знаниям и горите стать специалистом в научной области, то лучше выберите другой ВУЗ и желательно в другой стране.""

#СПбГУ
__________________
Свои сливы присылайте сюда http://tabiturient.ru/sliv/
Больше отзывов здесь: http://tabiturient.ru/vuzu/spbgu/",1,2839,1680769011
52235,-52298374,70,21,"В рамках палеонтологической поездки студенты #СПбГУ [club176881685|(кафедра зоологии позвоночных]) в сопровождении профессора Павла Скучаса и доцента Дмитрия Григорьева посетили выходы пород девонского возраста на реке Оредеж у поселка Сиверский. 
 
В результате осмотра обнажений и просеивания породы удалось обнаружить остатки вымерших лопастепёрых рыб (Sarcopterygii), плакодерм (Placodermi), а также панцирных бесчелюстных — псаммостеид (Psammosteidae).",0,6583,1680765000
674,-168180281,31,24,"📚 Важная информация для желающих поступить в магистратуру СПбГУ! 

Факультет иностранных языков 📌 11 и 📌 12 апреля анонсирует новые магистерские программы по «Судебному переводу и межкультурной коммуникации в международных организациях» (11.04 в 17.00 МСК) и по программе «Преподаватель профессионально-ориентированного языка» (12.04 в 16:00 МСК) 

Вы можете подключиться к трансляции на сайте университета
 
Вам расскажут о приёмных экзаменах 2023 года, специфике обучения по программам, перспективах, преимуществах обучения именно в СПбГУ, а также ответят на интересующие вопросы. 
#фия #фияспбгу #магистратураспбгу #магистратура #образование #высшееобразование #спбгу",0,1608,1680725327
52234,-52298374,64,23,"В Университете прошёл [club213970556|Science Slam SPBU]. Пятеро учёных #СПбГУ поборолись за звание лучшего слэмера.

🎤Кирилл Серебряков объяснил, что такое «коммунизм с китайской спецификой» и почему политические институты Китая так эффективны.
🎤Надежда Юткина рассказала, какими правами обладает читатель и что всё-таки хотел сказать автор.
🎤Александр Мусс объяснил, что общего у пьяного и влюблённого и как регистрировать изменённые состояния сознания.
🎤Сабир Еникеев рассказал о том, как легион Цезаря мог оказаться у Москвы и почему историю давно не интересует перечисление событий.
🎤Варвара Авдеева объяснила, почему не стоит пренебрегать международным правом и какую роль в нём играет Кант.

Победителем этого слэма стал [id75846457|Сабир Еникеев]. Поздравляем его, а всех остальных участников благодарим за впечатляющие выступления!",0,6550,1680716880
3868,-47539247,8,4,"[#СПбГУ в Республике Узбекистан]

Санкт-Петербургский государственный университет примет участие в международной выставке «Образование и профессия 2023» в Ташкенте🇺🇿

Сотрудники СПбГУ расскажут об особенностях поступления иностранных граждан в 2023 году и ответят на интересующие вопросы об Университете!

🗓 7-8 апреля 2023 
⌚ 10:00-17:00
📍 пр-кт Амира Темура, 107А

✅ Вход свободный

#СПбГУ #SPbU #Узбекистан #поступаем #СПбГУ_мероприятия",0,1346,1680713101
5858,-105699871,12,1,"Это рубрика #2правды1ложь, и сегодня мы с вами попробуем отгадать, в чëм же нас обманывает [https://vk.com/id_tarrrrrrrr|Настя Тарелкина] 😈

(Кстати, она любит Ярославль, и это точно правда) 

Вот какие факты о себе Настя сообщила нашей редакции:

1. Её фотографию опубликовали в одном из самых известных СМИ в Ярославле

2. Перевезла свой любимый фикус из Ярославля

3. После 11 класса автостопом доехала до Казани из Ярославля

Давайте посмотрим, насколько хорошо мы знаем Настю, и проверим свою интуицию! 
А уже в воскресенье она расскажет, как же всё было на самом деле 😉

#СПО_Сказка #СПбГУ #ШСО_СПбГУ #ОтрядыГУ #СПО #СПбСО #СПб #2п1л",3,346,1680707160
18220,-36125375,73,2,"⭐ЛУЧШИЕ ИЗ ЛУЧШИХ⭐

Март пролетел незаметно, но наши гранатинки сияют ярче всех звёзд и не заметить их работу и включенность в отряд просто не возможно. 

Боец месяца — [id11559707|Даша]! 

За всего лишь месяц, она сделала, казалось бы, невыполнимое количество различных задач. Даша организовывала отрядный День рождения, была руководителем отдела медиа и вожатой на первом методическом выезде. Превосходно выступила на Вечере Песни. Участвовала в выезде актива Штаба и съездила на смену в лагерь. Даша проводила и посещала ШВМы и конечно же оставалась крутым РПЦ и незаменимым членом команды! 

Кандидат месяца — [id234401762|Саша]! 

В марте эта гранатинка как цветочек радовала всех и везде! Она участвовала в турнире по волейболу, была организатором первого методического выезда и отрядного Дня рождения. Посещала многие ШВМы и при этом успела съездить на смену.

Не забываем про наш самый теплый ГранТоп:
🔥[id105300661|Аня] 
🔥[id97440246|Вика]
🔥[id163223255|Юля] 
🔥[id226929874|Карина] 
🔥[id467552186|Катя]

#СПОГранат #СПбГУ #СПбСО",10,1052,1680706804
1628,-200548350,25,0,"⁉️ КВИЗ—КВИЗ—КВИЗ⁉️

Где находится самый большой заповедник? Вредят ли кошки экологии? Когда человек начал оказывать влияние на окружающую среду? 

Хотите знать ответы на эти вопросы? Ищите наших бойцов и кандидатов в толпе!

В прошедший понедельник [club200548350|СЭО «Можжевельник»] провёл увлекательный квиз, где участники смогли узнать подробнее о том, как устроен мир вокруг нас. Вопросы на время, безжалостные дуэли в камень-ножницы-бумага и вкус сладкой победы ознаменовал прошедший вечер. 

Что же думают сами участники о собрании? Давайте узнаем 👇

🪴 [id112552816|Илья: ] «Это была моя третья встреча с отрядом. Это был интересный квиз, сразу понятно чем занимается отряд. Информация подавалась в форме вопросов, поэтому лучше запомниалсь. Были конечно опечатки в вопросах или отсутствие таймера) Но в целом, было познавательно и интересно)»

🪴 Эвир: «несмотря на то что я пришла не на первое собрание, не было ощущения что все всё обо всём знают и только я как лох ничего не понимаю. игры и активности помогли со всеми перезнакомиться и разобраться как всё работает. так что организаторы большие молодцы 💕есть и проблема, но она субъективная: начало в 18:30 мне показалось слишком поздним, в 17:30 было бы удобнее. в то же время я понимаю что другим участникам надо добираться из своих университетов и они могут не успевать раньше»

#СЭО_Можжевельник #СЭО_СПб #СПбГУ #ШСО_СПБГУ #СПбСО",1,669,1680706802
