post_id,from_id,likes,reposts,text,comments,views,date
31,-219185218,32,2,"КЕПЛЕРЯТА СОБИРАЮТСЯ ВМЕСТЕ😎

Бойцы всегда рады встречаться с кандидатами, обсуждать и планировать будущую деятельность, а также отвечать на любые вопросы.

Вчера «Кеплер» собрался в Коворкинге 1-го ГУМа не только, чтобы увидеться и поболтать, но и решить, что делать дальше. Обсудили ближайшие мероприятия, несколько технических моментов, а также рассказали об ИНТЕНСИВЕ, который бойцы проведут в скором времени для кандидатов в связи с предстоящими экзаменами (но не будем забегать вперёд!)🔥

Наш любимый командир [id194550979|Настя] рассказала, что совсем скоро к нам приедут отрядные значки, а также флаг! Для «Кеплера» это большой и ответственный шаг, но впереди еще много километров пути, поэтому уверенным шагом в будущее!❤️‍🔥

#СПОКеплер #отряды #Мос_РСО #МГУ #ШВСО #Ближекзвездам #трудкрут",3,1080,1680942600
8842,-88463395,26,1,"⚡ Состав на матч ⚡

#искусствопобеждать #МГУ #MSU #АСБ #Ктохочетстатьчемпионом",0,648,1680942600
1197,-90830300,51,3,"#вцентре #вцентреновоуральск
ЗА ОКНОМ МОСКВА 
 
🌍Утро для части нашей редакции сегодня началось весьма рано, в 3:00. Такси, аэропорт, 2 часа в самолёте - и мы в столице! 

📆Сегодня на факультете журналистики МГУ проходит медиафорум фестиваля школьных СМИ. Здесь мы встретили бывшего юнкора, выпускницу ""Центра внешкольной работа"", - Александру  Пеганову. 

🎙Впереди конференции, на которых представляют доклады [id349146109|Вика Данилова]  и [id301728252|Мария Бессонова] . И наш педагог Центра [id104467392|Любовь Алексеева]  с докладом ""Детская журналистика как фактор формирования личности подростка"". Также нас ждут мастер-классы и встреча с деканом факультета журналистики МГУ - Еленой Леонидовной Вартановой.

#центровыевпути@incenter_nvk 
#live@incenter_nvk  #бытьВЦентреэтокруто@incenter_nvk 
#МГУ #журфакМГУ #журфакдод2023",3,414,1680940858
3052,-108731886,25,1,"Фестиваль школьных СМИ в #МГУ! 

#телеидея #школа1329 #медиакласс #медиафорум #телестудия1329",0,399,1680940107
8841,-88463395,9,0,"📊 Немного фактов о сопернике перед игрой

#искусствопобеждать #МГУ #MSU #АСБ #Ктохочетстатьчемпионом",0,499,1680939000
8837,-88463395,37,4,"⚡ Кто хочет стать чемпионом?

Завтра на паркете сойдутся интеллектуалы 😏 Игроки сборной главного ВУЗа страны и ""педагоги"" знаменитого РГПУ им. А.И. Герцена.
Парни сделают первый шаг к главному кубку лиги, и поэтому им очень нужна твоя поддержка!
Подключайся к трансляции в 12:00 и смотри первый матч самого крутого турнира ассоциации. 

📅 8.04.23, суббота
❗ 12:00
🖥 Трансляция в группе
📍Санкт-Петербург, Большая морская 18

#искусствопобеждать #МГУ #MSU #АСБ #Ктохочетстатьчемпионом",0,889,1680894060
19,-211232180,11,0,#Москва #МГУ #сталинскиевысотки #закат #золото #sunshine #sunset,0,70,1680886803
3268,-26901903,7,2,"СИНЯЯ БОРОДА
альбом спектакля ТСМ 

💫 5 апреля на сцене Большого зала состоялась премьера [club22826712|Театр старинной музыки МГУ] «Синяя борода».

Сказочные эпизоды в интерпретации профессиональных актёров и музыкантов — все в нашем альбоме! 

🙌🏻 Зя памятные фото благодарим [id366756880|Евгению Гудилину].

#КультурныйцентрМГУ #творчествоМГУ #театрМГУ #МГУ",0,653,1680883860
54,-215446202,10,0,"🍡💖Центр Инноваций Холдинга «Объединённые кондитеры» стал партнёром «Дня карьеры» на факультете экономики МГУ им. М.В Ломоносова, подготовив для студентов сладкие подарки. Специально для мероприятия был разработан оригинальный десерт - своеобразный «сладкий гамбургер» из вишневого маршмеллоу между двумя слоями тонкого печенья. Делимся эксклюзивным видео с производства! 
 #центр_инноваций #мгу #'экономфак #маршмелоу #объединенные_кондитеры",0,245,1680879505
3891,-186579523,5,1,"#НКП_видео #Самыловский #МГУ #Космос
Почём нынче космос? Иван Самыловский и Антон Захаров.

Всем Ком-привет! По мимо работы на историческую тематику, мы стараемся обозревать всё, что является наиболее прогрессивным для всего человечества. Нам, как надеемся и вам, крайне интересно, что там с освоением космоса. Помогли разобраться в этом вопросе нам преподаватель МГУ Иван Самыловский и режиссер-оператор Антон Захаров.

💪Новые видео появляются, благодаря вашей поддержке!
Boosty: https://boosty.to/krasnoetv 
Карта Сбербанка: 2202 2032 0363 5125 
ЮMoney: 4100117722543386 

🤝Подпишитесь на наши соцсети: 
Телеграмм: https://t.me/antikommers 
ВК: https://vk.com/publicnkp 
Дзен: https://dzen.ru/nkp

Мнения авторов не всегда совпадают с точкой зрения редакции.",0,101,1680878475
1440,-131768140,16,4,"Студенты МГУ провели уроки для учеников МЦХШ! 

Наша школа заключила соглашение о сотрудничестве с Философским факультетом МГУ имени М.В. Ломоносова. В рамках сотрудничества студенты с направления культурологии проходят педагогическую практику у нас в школе. И вот в среду состоялись уроки по истории искусств в десятых классах!

Студенты начали урок со знакомства: рассказали о своём университете, факультете и направлении, показали эффектную презентацию. Затем в формате дискуссии обсудили главную тему — профессию художника в современном мире. Наши ребята активно участвовали в разговоре, делились своими идеями, обсуждали планы на будущее.

«Все остались довольны и договорились о новой встрече!», — поделилась впечатлениями преподаватель истории искусств Татьяна Иосафовна Анфилова. 

#МЦХШ #МГУ",0,1279,1680877920
664,-199125856,29,8,"ПРАВО НА ЭКРАНЕ 

Если вы считаете, что один в поле не воин, посмотрите фильм Сидни Люмета «12 разгневанных мужчин». 

Чтобы просмотр был более увлекательным, предлагаем ознакомиться с несколькими интересными фактами о фильме.👇🏻

#правонаэкране #медиаправо #medialaw #НОЦ_МГУ #МГУ",5,1025,1680872403
403,-125945769,0,0,"🎓КАК СТАТЬ СТУДЕНТОМ МГУ?

📌Не секрет, что поступить в МГУ или МГИМО возможно лишь, пройдя такую селективную процедуру, как сдача дополнительного вступительного экзамена – ДВИ. Однако, большинство тех, кто думает о поступлении в эти вузы не знают как подступиться к подготовке к этому экзамену. Давайте разберемся с ДВИ на примере экзамена по обществознанию.

📌ДВИ по обществознанию необходимо сдать абитуриентам, поступающим по следующим направлениям:
• философский факультет;
факультет психологии;
• высшая школа государственного аудита (ВШГА);
• высшая школа современных социальных наук (ВШССН);
• факультет политологии;
• факультет государственного управления;
• социологический факультет;
• юридический факультет.

📍На сайте МГУ опубликован приблизительный перечень тем для подготовки ко внутреннему экзамену, который значительно шире, чем аналогичные программы экзаменов в формате ЕГЭ.

📍В программе (ознакомиться подробнее можно по ссылке https://www.msu.ru/entrance/program/ss.html)  всего 4 основных раздела: 
• Специфика обществознания и основные этапы его развития;
• Общество и человек;
• Основные сферы общественной жизни;
• Право как особая система норм.

📍Экзамен идет 4 часа и включает в себя написание 4 эссе по представленным темам, каждое из которых может быть оценено в 25 баллов. Тему нужно максимально подробно раскрыть, показать взаимовлияние рассматриваемого явления с другими общественными явлениями и подтвердить примерами из истории, литературы, общественной жизни. Максимальная оценка за ДВИ – 100.
Критерии оценивания экзаменационной работы, по каждому из критериев максимально может быть выставлено 5 баллов​
1. Глубина понимания темы, умение выделить ее содержательные аспекты и смысловые блоки
2. Корректность использования понятийного аппарата из курса обществознания.
3. Опора на известные из курса обществознания теории, идеи крупных философов, социологов, экономистов, а также их грамотное изложение.
4. Умение приводить правильные примеры и верно интерпретировать факты из жизни общества.
5. Грамотность, аргументированность и логическая связанность текста.

​📌Так же при поступлении учитываются индивидуальные достижения выпускника, а так же льготы могут использовать победители и призеры олимпиад, подтвердившие балл по предмету на ЕГЭ - не менее 75 баллов. Список олимпиад к зачислению можно уточнить в указанном перечне https://philos.msu.ru/entrance/bachelor/priviledges

​☘️Желаю удачи при поступлении каждому выпускнику.

Полную версию журнала можно скачать по ссылке https://disk.yandex.ru/d/2irFPpJxXodnSA 

#мгу #мгудви
#двиобществознание 
#мгуобществознание",0,125,1680867842
